fname,label,length
1-64398-A-414.wav,background noise,0.95975
1-64398-B-410.wav,background noise,1.0216875
1-64398-B-411.wav,background noise,1.0216875
1-64398-B-412.wav,background noise,0.97525
1-64398-B-413.wav,background noise,1.0216875
1-64398-B-414.wav,background noise,0.95975
1-64473-A-450.wav,background noise,1.0216875
1-64473-A-451.wav,background noise,1.0216875
1-64473-A-452.wav,background noise,0.97525
1-64473-A-453.wav,background noise,1.0216875
1-64473-A-454.wav,background noise,0.95975
1-65483-A-130.wav,background noise,1.0216875
1-65483-A-131.wav,background noise,1.0216875
1-65483-A-132.wav,background noise,0.97525
1-65483-A-133.wav,background noise,1.0216875
1-65483-A-134.wav,background noise,0.95975
1-67033-A-370.wav,background noise,1.0216875
1-67033-A-371.wav,background noise,1.0216875
1-67033-A-372.wav,background noise,0.97525
1-67033-A-373.wav,background noise,1.0216875
1-67033-A-374.wav,background noise,0.95975
1-67152-A-170.wav,background noise,1.0216875
1-67152-A-171.wav,background noise,1.0216875
1-67152-A-172.wav,background noise,0.97525
1-67152-A-173.wav,background noise,1.0216875
1-67152-A-174.wav,background noise,0.95975
1-67230-A-290.wav,background noise,1.0216875
1-67230-A-291.wav,background noise,1.0216875
1-67230-A-292.wav,background noise,0.97525
1-67230-A-293.wav,background noise,1.0216875
1-67230-A-294.wav,background noise,0.95975
1-67432-A-270.wav,background noise,1.0216875
1-67432-A-271.wav,background noise,1.0216875
1-67432-A-272.wav,background noise,0.97525
1-67432-A-273.wav,background noise,1.0216875
1-67432-A-274.wav,background noise,0.95975
1-68628-A-270.wav,background noise,1.0216875
1-68628-A-271.wav,background noise,1.0216875
1-68628-A-272.wav,background noise,0.97525
1-68628-A-273.wav,background noise,1.0216875
1-68628-A-274.wav,background noise,0.95975
1-68670-A-340.wav,background noise,1.0216875
1-68670-A-341.wav,background noise,1.0216875
1-68670-A-342.wav,background noise,0.97525
1-68670-A-343.wav,background noise,1.0216875
1-68670-A-344.wav,background noise,0.95975
1-68734-A-340.wav,background noise,1.0216875
1-68734-A-341.wav,background noise,1.0216875
1-68734-A-342.wav,background noise,0.97525
1-68734-A-343.wav,background noise,1.0216875
1-68734-A-344.wav,background noise,0.95975
1-69165-A-340.wav,background noise,1.0216875
1-69165-A-341.wav,background noise,1.0216875
1-69165-A-342.wav,background noise,0.97525
1-69165-A-343.wav,background noise,1.0216875
1-69165-A-344.wav,background noise,0.95975
1-69422-A-30.wav,background noise,1.0216875
1-69422-A-31.wav,background noise,1.0216875
1-69422-A-32.wav,background noise,0.97525
1-69422-A-33.wav,background noise,1.0216875
1-69422-A-34.wav,background noise,0.95975
1-69641-A-30.wav,background noise,1.0216875
1-69641-A-31.wav,background noise,1.0216875
1-69641-A-32.wav,background noise,0.97525
1-69641-A-33.wav,background noise,1.0216875
1-69641-A-34.wav,background noise,0.95975
1-69760-A-160.wav,background noise,1.0216875
1-69760-A-161.wav,background noise,1.0216875
1-69760-A-162.wav,background noise,0.97525
1-69760-A-163.wav,background noise,1.0216875
1-69760-A-164.wav,background noise,0.95975
1-70300-A-450.wav,background noise,1.0216875
1-70300-A-451.wav,background noise,1.0216875
1-70300-A-452.wav,background noise,0.97525
1-70300-A-453.wav,background noise,1.0216875
1-70300-A-454.wav,background noise,0.95975
1-7057-A-120.wav,background noise,1.0216875
1-7057-A-121.wav,background noise,1.0216875
1-7057-A-122.wav,background noise,0.97525
1-7057-A-123.wav,background noise,1.0216875
1-7057-A-124.wav,background noise,0.95975
1-71030-A-60.wav,background noise,1.0216875
1-71030-A-61.wav,background noise,1.0216875
1-71030-A-62.wav,background noise,0.97525
1-71030-A-63.wav,background noise,1.0216875
1-71030-A-64.wav,background noise,0.95975
1-72195-A-370.wav,background noise,1.0216875
1-72195-A-371.wav,background noise,1.0216875
1-72195-A-372.wav,background noise,0.97525
1-72195-A-373.wav,background noise,1.0216875
1-72195-A-374.wav,background noise,0.95975
1-72195-B-370.wav,background noise,1.0216875
1-72195-B-371.wav,background noise,1.0216875
1-72195-B-372.wav,background noise,0.97525
1-72195-B-373.wav,background noise,1.0216875
1-72195-B-374.wav,background noise,0.95975
1-72229-A-60.wav,background noise,1.0216875
1-72229-A-61.wav,background noise,1.0216875
1-72229-A-62.wav,background noise,0.97525
1-72229-A-63.wav,background noise,1.0216875
1-72229-A-64.wav,background noise,0.95975
1-72229-B-60.wav,background noise,1.0216875
1-72229-B-61.wav,background noise,1.0216875
1-72229-B-62.wav,background noise,0.97525
1-72229-B-63.wav,background noise,1.0216875
1-72229-B-64.wav,background noise,0.95975
1-72695-A-260.wav,background noise,1.0216875
1-72695-A-261.wav,background noise,1.0216875
1-72695-A-262.wav,background noise,0.97525
1-72695-A-263.wav,background noise,1.0216875
1-72695-A-264.wav,background noise,0.95975
1-73123-A-260.wav,background noise,1.0216875
1-73123-A-261.wav,background noise,1.0216875
1-73123-A-262.wav,background noise,0.97525
1-73123-A-263.wav,background noise,1.0216875
1-73123-A-264.wav,background noise,0.95975
1-73585-A-70.wav,background noise,1.0216875
1-73585-A-71.wav,background noise,1.0216875
1-73585-A-72.wav,background noise,0.97525
1-73585-A-73.wav,background noise,1.0216875
1-73585-A-74.wav,background noise,0.95975
1-74517-A-370.wav,background noise,1.0216875
1-74517-A-371.wav,background noise,1.0216875
1-74517-A-372.wav,background noise,0.97525
1-74517-A-373.wav,background noise,1.0216875
1-74517-A-374.wav,background noise,0.95975
1-7456-A-130.wav,background noise,1.0216875
1-7456-A-131.wav,background noise,1.0216875
1-7456-A-132.wav,background noise,0.97525
1-7456-A-133.wav,background noise,1.0216875
1-7456-A-134.wav,background noise,0.95975
1-75162-A-90.wav,background noise,1.0216875
1-75162-A-91.wav,background noise,1.0216875
1-75162-A-92.wav,background noise,0.97525
1-75162-A-93.wav,background noise,1.0216875
1-75162-A-94.wav,background noise,0.95975
1-75189-A-70.wav,background noise,1.0216875
1-75189-A-71.wav,background noise,1.0216875
1-75189-A-72.wav,background noise,0.97525
1-75189-A-73.wav,background noise,1.0216875
1-75189-A-74.wav,background noise,0.95975
1-75190-A-80.wav,background noise,1.0216875
1-75190-A-81.wav,background noise,1.0216875
1-75190-A-82.wav,background noise,0.97525
1-75190-A-83.wav,background noise,1.0216875
1-75190-A-84.wav,background noise,0.95975
1-76831-A-420.wav,background noise,1.0216875
1-76831-A-421.wav,background noise,1.0216875
1-76831-A-422.wav,background noise,0.97525
1-76831-A-423.wav,background noise,1.0216875
1-76831-A-424.wav,background noise,0.95975
1-76831-B-420.wav,background noise,1.0216875
1-76831-B-421.wav,background noise,1.0216875
1-76831-B-422.wav,background noise,0.97525
1-76831-B-423.wav,background noise,1.0216875
1-76831-B-424.wav,background noise,0.95975
1-76831-C-420.wav,background noise,1.0216875
1-76831-C-421.wav,background noise,1.0216875
1-76831-C-422.wav,background noise,0.97525
1-76831-C-423.wav,background noise,1.0216875
1-76831-C-424.wav,background noise,0.95975
1-76831-D-420.wav,background noise,1.0216875
1-76831-D-421.wav,background noise,1.0216875
1-76831-D-422.wav,background noise,0.97525
1-76831-D-423.wav,background noise,1.0216875
1-76831-D-424.wav,background noise,0.95975
1-76831-E-420.wav,background noise,1.0216875
1-76831-E-421.wav,background noise,1.0216875
1-76831-E-422.wav,background noise,0.97525
1-76831-E-423.wav,background noise,1.0216875
1-76831-E-424.wav,background noise,0.95975
1-77160-A-30.wav,background noise,1.0216875
1-77160-A-31.wav,background noise,1.0216875
1-77160-A-32.wav,background noise,0.97525
1-77160-A-33.wav,background noise,1.0216875
1-77160-A-34.wav,background noise,0.95975
1-77241-A-30.wav,background noise,1.0216875
1-77241-A-31.wav,background noise,1.0216875
1-77241-A-32.wav,background noise,0.97525
1-77241-A-33.wav,background noise,1.0216875
1-77241-A-34.wav,background noise,0.95975
1-79113-A-50.wav,background noise,1.0216875
1-79113-A-51.wav,background noise,1.0216875
1-79113-A-52.wav,background noise,0.97525
1-79113-A-53.wav,background noise,1.0216875
1-79113-A-54.wav,background noise,0.95975
1-79146-A-290.wav,background noise,1.0216875
1-79146-A-291.wav,background noise,1.0216875
1-79146-A-292.wav,background noise,0.97525
1-79146-A-293.wav,background noise,1.0216875
1-79146-A-294.wav,background noise,0.95975
1-79220-A-170.wav,background noise,1.0216875
1-79220-A-171.wav,background noise,1.0216875
1-79220-A-172.wav,background noise,0.97525
1-79220-A-173.wav,background noise,1.0216875
1-79220-A-174.wav,background noise,0.95975
1-79236-A-360.wav,background noise,1.0216875
1-79236-A-361.wav,background noise,1.0216875
1-79236-A-362.wav,background noise,0.97525
1-79236-A-363.wav,background noise,1.0216875
1-79236-A-364.wav,background noise,0.95975
1-79711-A-320.wav,background noise,1.0216875
1-79711-A-321.wav,background noise,1.0216875
1-79711-A-322.wav,background noise,0.97525
1-79711-A-323.wav,background noise,1.0216875
1-79711-A-324.wav,background noise,0.95975
1-7973-A-70.wav,background noise,1.0216875
1-7973-A-71.wav,background noise,1.0216875
1-7973-A-72.wav,background noise,0.97525
1-7973-A-73.wav,background noise,1.0216875
1-7973-A-74.wav,background noise,0.95975
1-7973-A-7_1002.wav,background noise,0.97525
1-7974-A-490.wav,background noise,1.0216875
1-7974-A-491.wav,background noise,1.0216875
1-7974-A-492.wav,background noise,0.97525
1-7974-A-493.wav,background noise,1.0216875
1-7974-A-494.wav,background noise,0.95975
1-7974-B-490.wav,background noise,1.0216875
1-7974-B-491.wav,background noise,1.0216875
1-7974-B-492.wav,background noise,0.97525
1-7974-B-493.wav,background noise,1.0216875
1-7974-B-494.wav,background noise,0.95975
1-80785-A-70.wav,background noise,1.0216875
1-80785-A-71.wav,background noise,1.0216875
1-80785-A-72.wav,background noise,0.97525
1-80785-A-73.wav,background noise,1.0216875
1-80785-A-74.wav,background noise,0.95975
1-80840-A-130.wav,background noise,1.0216875
1-80840-A-131.wav,background noise,1.0216875
1-80840-A-132.wav,background noise,0.97525
1-80840-A-133.wav,background noise,1.0216875
1-80840-A-134.wav,background noise,0.95975
1-80841-A-130.wav,background noise,1.0216875
1-80841-A-131.wav,background noise,1.0216875
1-80841-A-132.wav,background noise,0.97525
1-80841-A-133.wav,background noise,1.0216875
1-80841-A-134.wav,background noise,0.95975
1-81001-A-300.wav,background noise,1.0216875
1-81001-A-301.wav,background noise,1.0216875
1-81001-A-302.wav,background noise,0.97525
1-81001-A-303.wav,background noise,1.0216875
1-81001-A-304.wav,background noise,0.95975
1-81001-B-300.wav,background noise,1.0216875
1-81001-B-301.wav,background noise,1.0216875
1-81001-B-302.wav,background noise,0.97525
1-81001-B-303.wav,background noise,1.0216875
1-81001-B-304.wav,background noise,0.95975
1-81269-A-30.wav,background noise,1.0216875
1-81269-A-31.wav,background noise,1.0216875
1-81269-A-32.wav,background noise,0.97525
1-81269-A-33.wav,background noise,1.0216875
1-81269-A-34.wav,background noise,0.95975
1-81851-A-310.wav,background noise,1.0216875
1-81851-A-311.wav,background noise,1.0216875
1-81851-A-312.wav,background noise,0.97525
1-81851-A-313.wav,background noise,1.0216875
1-81851-A-314.wav,background noise,0.95975
1-81883-A-210.wav,background noise,1.0216875
1-81883-A-211.wav,background noise,1.0216875
1-81883-A-212.wav,background noise,0.97525
1-81883-A-213.wav,background noise,1.0216875
1-81883-A-214.wav,background noise,0.95975
1-82817-A-300.wav,background noise,1.0216875
1-82817-A-301.wav,background noise,1.0216875
1-82817-A-302.wav,background noise,0.97525
1-82817-A-303.wav,background noise,1.0216875
1-82817-A-304.wav,background noise,0.95975
1-84393-A-320.wav,background noise,1.0216875
1-84393-A-321.wav,background noise,1.0216875
1-84393-A-322.wav,background noise,0.97525
1-84393-A-323.wav,background noise,1.0216875
1-84393-A-324.wav,background noise,0.95975
1-84536-A-390.wav,background noise,1.0216875
1-84536-A-391.wav,background noise,1.0216875
1-84536-A-392.wav,background noise,0.97525
1-84536-A-393.wav,background noise,1.0216875
1-84536-A-394.wav,background noise,0.95975
1-84704-A-390.wav,background noise,1.0216875
1-84704-A-391.wav,background noise,1.0216875
1-84704-A-392.wav,background noise,0.97525
1-84704-A-393.wav,background noise,1.0216875
1-84704-A-394.wav,background noise,0.95975
1-84705-A-390.wav,background noise,1.0216875
1-84705-A-391.wav,background noise,1.0216875
1-84705-A-392.wav,background noise,0.97525
1-84705-A-393.wav,background noise,1.0216875
1-84705-A-394.wav,background noise,0.95975
1-85123-A-310.wav,background noise,1.0216875
1-85123-A-311.wav,background noise,1.0216875
1-85123-A-312.wav,background noise,0.97525
1-85123-A-313.wav,background noise,1.0216875
1-85123-A-314.wav,background noise,0.95975
1-85168-A-390.wav,background noise,1.0216875
1-85168-A-391.wav,background noise,1.0216875
1-85168-A-392.wav,background noise,0.97525
1-85168-A-393.wav,background noise,1.0216875
1-85168-A-394.wav,background noise,0.95975
1-85184-A-390.wav,background noise,1.0216875
1-85184-A-391.wav,background noise,1.0216875
1-85184-A-392.wav,background noise,0.97525
1-85184-A-393.wav,background noise,1.0216875
1-85184-A-394.wav,background noise,0.95975
1-85362-A-00.wav,background noise,1.0216875
1-85362-A-01.wav,background noise,1.0216875
1-85362-A-02.wav,background noise,0.97525
1-85362-A-03.wav,background noise,1.0216875
1-85362-A-04.wav,background noise,0.95975
1-85909-A-290.wav,background noise,1.0216875
1-85909-A-291.wav,background noise,1.0216875
1-85909-A-292.wav,background noise,0.97525
1-85909-A-293.wav,background noise,1.0216875
1-85909-A-294.wav,background noise,0.95975
1-87565-A-290.wav,background noise,1.0216875
1-87565-A-291.wav,background noise,1.0216875
1-87565-A-292.wav,background noise,0.97525
1-87565-A-293.wav,background noise,1.0216875
1-87565-A-294.wav,background noise,0.95975
1-88409-A-450.wav,background noise,1.0216875
1-88409-A-451.wav,background noise,1.0216875
1-88409-A-452.wav,background noise,0.97525
1-88409-A-453.wav,background noise,1.0216875
1-88409-A-454.wav,background noise,0.95975
1-88409-B-450.wav,background noise,1.0216875
1-88409-B-451.wav,background noise,1.0216875
1-88409-B-452.wav,background noise,0.97525
1-88409-B-453.wav,background noise,1.0216875
1-88409-B-454.wav,background noise,0.95975
1-88574-A-80.wav,background noise,1.0216875
1-88574-A-81.wav,background noise,1.0216875
1-88574-A-82.wav,background noise,0.97525
1-88574-A-83.wav,background noise,1.0216875
1-88574-A-84.wav,background noise,0.95975
1-88807-A-390.wav,background noise,1.0216875
1-88807-A-391.wav,background noise,1.0216875
1-88807-A-392.wav,background noise,0.97525
1-88807-A-393.wav,background noise,1.0216875
1-88807-A-394.wav,background noise,0.95975
1-90797-A-150.wav,background noise,1.0216875
1-90797-A-151.wav,background noise,1.0216875
1-90797-A-152.wav,background noise,0.97525
1-90797-A-153.wav,background noise,1.0216875
1-90797-A-154.wav,background noise,0.95975
1-91359-A-110.wav,background noise,1.0216875
1-91359-A-111.wav,background noise,1.0216875
1-91359-A-112.wav,background noise,0.97525
1-91359-A-113.wav,background noise,1.0216875
1-91359-A-114.wav,background noise,0.95975
1-91359-B-110.wav,background noise,1.0216875
1-91359-B-111.wav,background noise,1.0216875
1-91359-B-112.wav,background noise,0.97525
1-91359-B-113.wav,background noise,1.0216875
1-91359-B-114.wav,background noise,0.95975
1-94036-A-220.wav,background noise,1.0216875
1-94036-A-221.wav,background noise,1.0216875
1-94036-A-222.wav,background noise,0.97525
1-94036-A-223.wav,background noise,1.0216875
1-94036-A-224.wav,background noise,0.95975
1-94231-A-320.wav,background noise,1.0216875
1-94231-A-321.wav,background noise,1.0216875
1-94231-A-322.wav,background noise,0.97525
1-94231-A-323.wav,background noise,1.0216875
1-94231-A-324.wav,background noise,0.95975
1-94231-B-320.wav,background noise,1.0216875
1-94231-B-321.wav,background noise,1.0216875
1-94231-B-322.wav,background noise,0.97525
1-94231-B-323.wav,background noise,1.0216875
1-94231-B-324.wav,background noise,0.95975
1-95563-A-310.wav,background noise,1.0216875
1-95563-A-311.wav,background noise,1.0216875
1-95563-A-312.wav,background noise,0.97525
1-95563-A-313.wav,background noise,1.0216875
1-95563-A-314.wav,background noise,0.95975
1-96890-A-370.wav,background noise,1.0216875
1-96890-A-371.wav,background noise,1.0216875
1-96890-A-372.wav,background noise,0.97525
1-96890-A-373.wav,background noise,1.0216875
1-96890-A-374.wav,background noise,0.95975
1-96950-A-90.wav,background noise,1.0216875
1-96950-A-91.wav,background noise,1.0216875
1-96950-A-92.wav,background noise,0.97525
1-96950-A-93.wav,background noise,1.0216875
1-96950-A-94.wav,background noise,0.95975
1-96950-B-90.wav,background noise,1.0216875
1-96950-B-91.wav,background noise,1.0216875
1-96950-B-92.wav,background noise,0.97525
1-96950-B-93.wav,background noise,1.0216875
1-96950-B-94.wav,background noise,0.95975
1-97392-A-00.wav,background noise,1.0216875
1-97392-A-01.wav,background noise,1.0216875
1-97392-A-02.wav,background noise,0.97525
1-97392-A-03.wav,background noise,1.0216875
1-97392-A-04.wav,background noise,0.95975
1-977-A-390.wav,background noise,1.0216875
1-977-A-391.wav,background noise,1.0216875
1-977-A-392.wav,background noise,0.97525
1-977-A-393.wav,background noise,1.0216875
1-977-A-394.wav,background noise,0.95975
1-97793-A-310.wav,background noise,1.0216875
1-97793-A-311.wav,background noise,1.0216875
1-97793-A-312.wav,background noise,0.97525
1-97793-A-313.wav,background noise,1.0216875
1-97793-A-314.wav,background noise,0.95975
1-9841-A-130.wav,background noise,1.0216875
1-9841-A-131.wav,background noise,1.0216875
1-9841-A-132.wav,background noise,0.97525
1-9841-A-133.wav,background noise,1.0216875
1-9841-A-134.wav,background noise,0.95975
1-9886-A-490.wav,background noise,1.0216875
1-9886-A-491.wav,background noise,1.0216875
1-9886-A-492.wav,background noise,0.97525
1-9886-A-493.wav,background noise,1.0216875
1-9886-A-494.wav,background noise,0.95975
1-9887-A-490.wav,background noise,1.0216875
1-9887-A-491.wav,background noise,1.0216875
1-9887-A-492.wav,background noise,0.97525
1-9887-A-493.wav,background noise,1.0216875
1-9887-A-494.wav,background noise,0.95975
1-9887-B-490.wav,background noise,1.0216875
1-9887-B-491.wav,background noise,1.0216875
1-9887-B-492.wav,background noise,0.97525
1-9887-B-493.wav,background noise,1.0216875
1-9887-B-494.wav,background noise,0.95975
1-99958-A-310.wav,background noise,1.0216875
1-99958-A-311.wav,background noise,1.0216875
1-99958-A-312.wav,background noise,0.97525
1-99958-A-313.wav,background noise,1.0216875
1-99958-A-314.wav,background noise,0.95975
2-100648-A-430.wav,background noise,1.0216875
2-100648-A-431.wav,background noise,1.0216875
2-100648-A-432.wav,background noise,0.97525
2-100648-A-433.wav,background noise,1.0216875
2-100648-A-434.wav,background noise,0.95975
2-100786-A-10.wav,background noise,1.0216875
2-100786-A-11.wav,background noise,1.0216875
2-100786-A-12.wav,background noise,0.97525
2-100786-A-13.wav,background noise,1.0216875
2-100786-A-14.wav,background noise,0.95975
2-101676-A-100.wav,background noise,1.0216875
2-101676-A-101.wav,background noise,1.0216875
2-101676-A-102.wav,background noise,0.97525
2-101676-A-103.wav,background noise,1.0216875
2-101676-A-104.wav,background noise,0.95975
2-102414-A-170.wav,background noise,1.0216875
2-102414-A-171.wav,background noise,1.0216875
2-102414-A-172.wav,background noise,0.97525
2-102414-A-173.wav,background noise,1.0216875
2-102414-A-174.wav,background noise,0.95975
2-102414-B-170.wav,background noise,1.0216875
2-102414-B-171.wav,background noise,1.0216875
2-102414-B-172.wav,background noise,0.97525
2-102414-B-173.wav,background noise,1.0216875
2-102414-B-174.wav,background noise,0.95975
2-102414-C-170.wav,background noise,1.0216875
2-102414-C-171.wav,background noise,1.0216875
2-102414-C-172.wav,background noise,0.97525
2-102414-C-173.wav,background noise,1.0216875
2-102414-C-174.wav,background noise,0.95975
2-102414-D-170.wav,background noise,1.0216875
2-102414-D-171.wav,background noise,1.0216875
2-102414-D-172.wav,background noise,0.97525
2-102414-D-173.wav,background noise,1.0216875
2-102414-D-174.wav,background noise,0.95975
2-102414-E-170.wav,background noise,1.0216875
2-102414-E-171.wav,background noise,1.0216875
2-102414-E-172.wav,background noise,0.97525
2-102414-E-173.wav,background noise,1.0216875
2-102414-E-174.wav,background noise,0.95975
2-102414-F-170.wav,background noise,1.0216875
2-102414-F-171.wav,background noise,1.0216875
2-102414-F-172.wav,background noise,0.97525
2-102414-F-173.wav,background noise,1.0216875
2-102414-F-174.wav,background noise,0.95975
2-102414-G-170.wav,background noise,1.0216875
2-102414-G-171.wav,background noise,1.0216875
2-102414-G-172.wav,background noise,0.97525
2-102414-G-173.wav,background noise,1.0216875
2-102414-G-174.wav,background noise,0.95975
2-102435-A-370.wav,background noise,1.0216875
2-102435-A-371.wav,background noise,1.0216875
2-102435-A-372.wav,background noise,0.97525
2-102435-A-373.wav,background noise,1.0216875
2-102435-A-374.wav,background noise,0.95975
2-102567-A-350.wav,background noise,1.0216875
2-102567-A-351.wav,background noise,1.0216875
2-102567-A-352.wav,background noise,0.97525
2-102567-A-353.wav,background noise,1.0216875
2-102567-A-354.wav,background noise,0.95975
2-102567-B-350.wav,background noise,1.0216875
2-102567-B-351.wav,background noise,1.0216875
2-102567-B-352.wav,background noise,0.97525
2-102567-B-353.wav,background noise,1.0216875
2-102567-B-354.wav,background noise,0.95975
2-102567-C-350.wav,background noise,1.0216875
2-102567-C-351.wav,background noise,1.0216875
2-102567-C-352.wav,background noise,0.97525
2-102567-C-353.wav,background noise,1.0216875
2-102567-C-354.wav,background noise,0.95975
2-102567-D-350.wav,background noise,1.0216875
2-102567-D-351.wav,background noise,1.0216875
2-102567-D-352.wav,background noise,0.97525
2-102567-D-353.wav,background noise,1.0216875
2-102567-D-354.wav,background noise,0.95975
2-102568-A-350.wav,background noise,1.0216875
2-102568-A-351.wav,background noise,1.0216875
2-102568-A-352.wav,background noise,0.97525
2-102568-A-353.wav,background noise,1.0216875
2-102568-A-354.wav,background noise,0.95975
2-102581-A-290.wav,background noise,1.0216875
2-102581-A-291.wav,background noise,1.0216875
2-102581-A-292.wav,background noise,0.97525
2-102581-A-293.wav,background noise,1.0216875
2-102581-A-294.wav,background noise,0.95975
2-102581-B-290.wav,background noise,1.0216875
2-102581-B-291.wav,background noise,1.0216875
2-102581-B-292.wav,background noise,0.97525
2-102581-B-293.wav,background noise,1.0216875
2-102581-B-294.wav,background noise,0.95975
2-102852-A-110.wav,background noise,1.0216875
2-102852-A-111.wav,background noise,1.0216875
2-102852-A-112.wav,background noise,0.97525
2-102852-A-113.wav,background noise,1.0216875
2-102852-A-114.wav,background noise,0.95975
2-103423-A-30.wav,background noise,1.0216875
2-103423-A-31.wav,background noise,1.0216875
2-103423-A-32.wav,background noise,0.97525
2-103423-A-33.wav,background noise,1.0216875
2-103423-A-34.wav,background noise,0.95975
2-103424-A-30.wav,background noise,1.0216875
2-103424-A-31.wav,background noise,1.0216875
2-103424-A-32.wav,background noise,0.97525
2-103424-A-33.wav,background noise,1.0216875
2-103424-A-34.wav,background noise,0.95975
2-103426-A-30.wav,background noise,1.0216875
2-103426-A-31.wav,background noise,1.0216875
2-103426-A-32.wav,background noise,0.97525
2-103426-A-33.wav,background noise,1.0216875
2-103426-A-34.wav,background noise,0.95975
2-103427-A-30.wav,background noise,1.0216875
2-103427-A-31.wav,background noise,1.0216875
2-103427-A-32.wav,background noise,0.97525
2-103427-A-33.wav,background noise,1.0216875
2-103427-A-34.wav,background noise,0.95975
2-103428-A-30.wav,background noise,1.0216875
2-103428-A-31.wav,background noise,1.0216875
2-103428-A-32.wav,background noise,0.97525
2-103428-A-33.wav,background noise,1.0216875
2-103428-A-34.wav,background noise,0.95975
2-104105-A-190.wav,background noise,1.0216875
2-104105-A-191.wav,background noise,1.0216875
2-104105-A-192.wav,background noise,0.97525
2-104105-A-193.wav,background noise,1.0216875
2-104105-A-194.wav,background noise,0.95975
2-104105-B-190.wav,background noise,1.0216875
2-104105-B-191.wav,background noise,1.0216875
2-104105-B-192.wav,background noise,0.97525
2-104105-B-193.wav,background noise,1.0216875
2-104105-B-194.wav,background noise,0.95975
2-104168-A-320.wav,background noise,1.0216875
2-104168-A-321.wav,background noise,1.0216875
2-104168-A-322.wav,background noise,0.97525
2-104168-A-323.wav,background noise,1.0216875
2-104168-A-324.wav,background noise,0.95975
2-104475-A-370.wav,background noise,1.0216875
2-104475-A-371.wav,background noise,1.0216875
2-104475-A-372.wav,background noise,0.97525
2-104475-A-373.wav,background noise,1.0216875
2-104475-A-374.wav,background noise,0.95975
2-104476-A-370.wav,background noise,1.0216875
2-104476-A-371.wav,background noise,1.0216875
2-104476-A-372.wav,background noise,0.97525
2-104476-A-373.wav,background noise,1.0216875
2-104476-A-374.wav,background noise,0.95975
2-104877-A-30.wav,background noise,1.0216875
2-104877-A-31.wav,background noise,1.0216875
2-104877-A-32.wav,background noise,0.97525
2-104877-A-33.wav,background noise,1.0216875
2-104877-A-34.wav,background noise,0.95975
2-104952-A-160.wav,background noise,1.0216875
2-104952-A-161.wav,background noise,1.0216875
2-104952-A-162.wav,background noise,0.97525
2-104952-A-163.wav,background noise,1.0216875
2-104952-A-164.wav,background noise,0.95975
2-104952-B-160.wav,background noise,1.0216875
2-104952-B-161.wav,background noise,1.0216875
2-104952-B-162.wav,background noise,0.97525
2-104952-B-163.wav,background noise,1.0216875
2-104952-B-164.wav,background noise,0.95975
2-105270-A-470.wav,background noise,1.0216875
2-105270-A-471.wav,background noise,1.0216875
2-105270-A-472.wav,background noise,0.97525
2-105270-A-473.wav,background noise,1.0216875
2-105270-A-474.wav,background noise,0.95975
2-106014-A-440.wav,background noise,1.0216875
2-106014-A-441.wav,background noise,1.0216875
2-106014-A-442.wav,background noise,0.97525
2-106014-A-443.wav,background noise,1.0216875
2-106014-A-444.wav,background noise,0.95975
2-106015-A-440.wav,background noise,1.0216875
2-106015-A-441.wav,background noise,1.0216875
2-106015-A-442.wav,background noise,0.97525
2-106015-A-443.wav,background noise,1.0216875
2-106015-A-444.wav,background noise,0.95975
2-106015-B-440.wav,background noise,1.0216875
2-106015-B-441.wav,background noise,1.0216875
2-106015-B-442.wav,background noise,0.97525
2-106015-B-443.wav,background noise,1.0216875
2-106015-B-444.wav,background noise,0.95975
2-106019-A-130.wav,background noise,1.0216875
2-106019-A-131.wav,background noise,1.0216875
2-106019-A-132.wav,background noise,0.97525
2-106019-A-133.wav,background noise,1.0216875
2-106019-A-134.wav,background noise,0.95975
2-106072-A-360.wav,background noise,1.0216875
2-106072-A-361.wav,background noise,1.0216875
2-106072-A-362.wav,background noise,0.97525
2-106072-A-363.wav,background noise,1.0216875
2-106072-A-364.wav,background noise,0.95975
2-106073-A-360.wav,background noise,1.0216875
2-106073-A-361.wav,background noise,1.0216875
2-106073-A-362.wav,background noise,0.97525
2-106073-A-363.wav,background noise,1.0216875
2-106073-A-364.wav,background noise,0.95975
2-106486-A-440.wav,background noise,1.0216875
2-106486-A-441.wav,background noise,1.0216875
2-106486-A-442.wav,background noise,0.97525
2-106486-A-443.wav,background noise,1.0216875
2-106486-A-444.wav,background noise,0.95975
2-106487-A-440.wav,background noise,1.0216875
2-106487-A-441.wav,background noise,1.0216875
2-106487-A-442.wav,background noise,0.97525
2-106487-A-443.wav,background noise,1.0216875
2-106487-A-444.wav,background noise,0.95975
2-106849-A-470.wav,background noise,1.0216875
2-106849-A-471.wav,background noise,1.0216875
2-106849-A-472.wav,background noise,0.97525
2-106849-A-473.wav,background noise,1.0216875
2-106849-A-474.wav,background noise,0.95975
2-106881-A-390.wav,background noise,1.0216875
2-106881-A-391.wav,background noise,1.0216875
2-106881-A-392.wav,background noise,0.97525
2-106881-A-393.wav,background noise,1.0216875
2-106881-A-394.wav,background noise,0.95975
2-107228-A-440.wav,background noise,1.0216875
2-107228-A-441.wav,background noise,1.0216875
2-107228-A-442.wav,background noise,0.97525
2-107228-A-443.wav,background noise,1.0216875
2-107228-A-444.wav,background noise,0.95975
